Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST520,4,1,100,4,3,2,9,Loyal Customers
CUST521,143,1,120,3,3,2,8,Loyal Customers
CUST522,366,1,1500,1,3,4,8,Loyal Customers
CUST523,100,1,300,3,3,3,9,Loyal Customers
CUST524,91,1,1200,3,3,4,10,Champions
CUST525,15,1,50,4,3,1,8,Loyal Customers
CUST526,23,1,100,4,3,2,9,Loyal Customers
CUST527,266,1,50,2,3,1,6,Potential Loyalists
CUST528,180,1,60,3,3,1,7,Potential Loyalists
CUST529,146,1,150,3,3,3,9,Loyal Customers
CUST530,331,1,120,1,3,2,6,Potential Loyalists
CUST531,26,1,500,4,3,3,10,Champions
CUST532,197,1,120,2,3,2,7,Potential Loyalists
CUST533,47,1,1500,4,3,4,11,Champions
CUST534,206,1,1000,2,3,4,9,Loyal Customers
CUST535,27,1,90,4,3,2,9,Loyal Customers
CUST536,303,1,120,1,3,2,6,Potential Loyalists
CUST537,213,1,500,2,3,3,8,Loyal Customers
CUST538,107,1,150,3,3,3,9,Loyal Customers
CUST539,208,1,500,2,3,3,8,Loyal Customers
CUST540,25,1,900,4,3,3,10,Champions
CUST541,157,1,500,3,3,3,9,Loyal Customers
CUST542,199,1,50,2,3,1,6,Potential Loyalists
CUST543,160,1,600,3,3,3,9,Loyal Customers
CUST544,10,1,25,4,3,1,8,Loyal Customers
CUST545,215,1,50,2,3,1,6,Potential Loyalists
CUST546,83,1,200,4,3,3,10,Champions
CUST547,301,1,2000,1,3,4,8,Loyal Customers
CUST548,268,1,60,2,3,1,6,Potential Loyalists
CUST549,151,1,100,3,3,2,8,Loyal Customers
CUST550,26,1,900,4,3,3,10,Champions
CUST551,172,1,900,3,3,3,9,Loyal Customers
CUST552,20,1,75,4,3,2,9,Loyal Customers
CUST553,277,1,1200,1,3,4,8,Loyal Customers
CUST554,51,1,150,4,3,3,10,Champions
CUST555,75,1,300,4,3,3,10,Champions
CUST556,212,1,50,2,3,1,6,Potential Loyalists
CUST557,159,1,90,3,3,2,8,Loyal Customers
CUST558,86,1,25,4,3,1,8,Loyal Customers
CUST559,366,1,1200,1,3,4,8,Loyal Customers
CUST560,211,1,50,2,3,1,6,Potential Loyalists
CUST561,220,1,2000,2,3,4,9,Loyal Customers
CUST562,259,1,50,2,3,1,6,Potential Loyalists
CUST563,146,1,60,3,3,1,7,Potential Loyalists
CUST564,70,1,100,4,3,2,9,Loyal Customers
CUST565,56,1,60,4,3,1,8,Loyal Customers
CUST566,31,1,30,4,3,1,8,Loyal Customers
CUST567,202,1,900,2,3,3,8,Loyal Customers
CUST568,128,1,300,3,3,3,9,Loyal Customers
CUST569,140,1,200,3,3,3,9,Loyal Customers
CUST570,140,1,500,3,3,3,9,Loyal Customers
CUST571,21,1,50,4,3,1,8,Loyal Customers
CUST572,257,1,2000,2,3,4,9,Loyal Customers
CUST573,105,1,60,3,3,1,7,Potential Loyalists
CUST574,124,1,50,3,3,1,7,Potential Loyalists
CUST575,280,1,100,1,3,2,6,Potential Loyalists
CUST576,29,1,150,4,3,3,10,Champions
CUST577,323,1,2000,1,3,4,8,Loyal Customers
CUST578,221,1,120,2,3,2,7,Potential Loyalists
CUST579,103,1,30,3,3,1,7,Potential Loyalists
CUST580,27,1,1500,4,3,4,11,Champions
CUST581,42,1,60,4,3,1,8,Loyal Customers
CUST582,49,1,900,4,3,3,10,Champions
CUST583,195,1,100,2,3,2,7,Potential Loyalists
CUST584,319,1,200,1,3,3,7,Potential Loyalists
CUST585,246,1,25,2,3,1,6,Potential Loyalists
CUST586,22,1,50,4,3,1,8,Loyal Customers
CUST587,208,1,1200,2,3,4,9,Loyal Customers
CUST588,251,1,60,2,3,1,6,Potential Loyalists
CUST589,265,1,1000,2,3,4,9,Loyal Customers
CUST590,291,1,900,1,3,3,7,Potential Loyalists
CUST591,354,1,100,1,3,2,6,Potential Loyalists
CUST592,343,1,2000,1,3,4,8,Loyal Customers
CUST593,241,1,60,2,3,1,6,Potential Loyalists
CUST594,123,1,600,3,3,3,9,Loyal Customers
CUST595,54,1,2000,4,3,4,11,Champions
CUST596,329,1,300,1,3,3,7,Potential Loyalists
CUST597,133,1,1200,3,3,4,10,Champions
CUST598,154,1,120,3,3,2,8,Loyal Customers
CUST599,44,1,100,4,3,2,9,Loyal Customers
CUST600,72,1,1000,4,3,4,11,Champions
CUST601,267,1,30,2,3,1,6,Potential Loyalists
CUST602,10,1,300,4,3,3,10,Champions
CUST603,170,1,90,3,3,2,8,Loyal Customers
CUST604,113,1,200,3,3,3,9,Loyal Customers
CUST605,162,1,1000,3,3,4,10,Champions
CUST606,242,1,50,2,3,1,6,Potential Loyalists
CUST607,291,1,75,1,3,2,6,Potential Loyalists
CUST608,31,1,1500,4,3,4,11,Champions
CUST609,14,1,100,4,3,2,9,Loyal Customers
CUST610,364,1,600,1,3,3,7,Potential Loyalists
CUST611,312,1,1500,1,3,4,8,Loyal Customers
CUST612,149,1,500,3,3,3,9,Loyal Customers
CUST613,254,1,90,2,3,2,7,Potential Loyalists
CUST614,276,1,1200,1,3,4,8,Loyal Customers
CUST615,10,1,100,4,3,2,9,Loyal Customers
CUST616,101,1,100,3,3,2,8,Loyal Customers
CUST617,129,1,30,3,3,1,7,Potential Loyalists
CUST618,341,1,50,1,3,1,5,At Risk
CUST619,81,1,100,4,3,2,9,Loyal Customers
CUST620,239,1,75,2,3,2,7,Potential Loyalists
CUST621,304,1,1000,1,3,4,8,Loyal Customers
CUST622,133,1,75,3,3,2,8,Loyal Customers
CUST623,298,1,150,1,3,3,7,Potential Loyalists
CUST624,129,1,900,3,3,3,9,Loyal Customers
CUST625,25,1,300,4,3,3,10,Champions
CUST626,95,1,2000,3,3,4,10,Champions
CUST627,80,1,50,4,3,1,8,Loyal Customers
CUST628,62,1,200,4,3,3,10,Champions
CUST629,204,1,50,2,3,1,6,Potential Loyalists
CUST630,140,1,100,3,3,2,8,Loyal Customers
CUST631,53,1,90,4,3,2,9,Loyal Customers
CUST632,108,1,100,3,3,2,8,Loyal Customers
CUST633,148,1,120,3,3,2,8,Loyal Customers
CUST634,86,1,2000,4,3,4,11,Champions
CUST635,138,1,900,3,3,3,9,Loyal Customers
CUST636,285,1,1500,1,3,4,8,Loyal Customers
CUST637,123,1,600,3,3,3,9,Loyal Customers
CUST638,136,1,500,3,3,3,9,Loyal Customers
CUST639,234,1,200,2,3,3,8,Loyal Customers
CUST640,240,1,120,2,3,2,7,Potential Loyalists
CUST641,40,1,300,4,3,3,10,Champions
CUST642,225,1,100,2,3,2,7,Potential Loyalists
CUST643,100,1,90,3,3,2,8,Loyal Customers
CUST644,118,1,75,3,3,2,8,Loyal Customers
CUST645,46,1,120,4,3,2,9,Loyal Customers
CUST646,244,1,90,2,3,2,7,Potential Loyalists
CUST647,226,1,1500,2,3,4,9,Loyal Customers
CUST648,141,1,1200,3,3,4,10,Champions
CUST649,327,1,600,1,3,3,7,Potential Loyalists
CUST650,1,1,30,4,3,1,8,Loyal Customers
CUST651,220,1,150,2,3,3,8,Loyal Customers
CUST652,246,1,100,2,3,2,7,Potential Loyalists
CUST653,227,1,75,2,3,2,7,Potential Loyalists
CUST654,195,1,75,2,3,2,7,Potential Loyalists
CUST655,203,1,500,2,3,3,8,Loyal Customers
CUST656,90,1,90,4,3,2,9,Loyal Customers
CUST657,325,1,25,1,3,1,5,At Risk
CUST658,296,1,25,1,3,1,5,At Risk
CUST659,289,1,30,1,3,1,5,At Risk
CUST660,248,1,1000,2,3,4,9,Loyal Customers
CUST661,170,1,100,3,3,2,8,Loyal Customers
CUST662,11,1,1000,4,3,4,11,Champions
CUST663,288,1,1200,1,3,4,8,Loyal Customers
CUST664,5,1,2000,4,3,4,11,Champions
CUST665,257,1,50,2,3,1,6,Potential Loyalists
CUST666,334,1,150,1,3,3,7,Potential Loyalists
CUST667,154,1,500,3,3,3,9,Loyal Customers
CUST668,158,1,150,3,3,3,9,Loyal Customers
CUST669,197,1,1200,2,3,4,9,Loyal Customers
CUST670,89,1,30,4,3,1,8,Loyal Customers
CUST671,128,1,150,3,3,3,9,Loyal Customers
CUST672,154,1,100,3,3,2,8,Loyal Customers
CUST673,335,1,1500,1,3,4,8,Loyal Customers
CUST674,261,1,300,2,3,3,8,Loyal Customers
CUST675,151,1,60,3,3,1,7,Potential Loyalists
CUST676,167,1,1500,3,3,4,10,Champions
CUST677,67,1,1500,4,3,4,11,Champions
CUST678,10,1,900,4,3,3,10,Champions
CUST679,356,1,90,1,3,2,6,Potential Loyalists
CUST680,72,1,900,4,3,3,10,Champions
CUST681,172,1,60,3,3,1,7,Potential Loyalists
CUST682,122,1,1200,3,3,4,10,Champions
CUST683,363,1,1000,1,3,4,8,Loyal Customers
CUST684,186,1,1000,3,3,4,10,Champions
CUST685,214,1,50,2,3,1,6,Potential Loyalists
CUST686,167,1,200,3,3,3,9,Loyal Customers
CUST687,152,1,300,3,3,3,9,Loyal Customers
CUST688,91,1,100,3,3,2,8,Loyal Customers
CUST689,87,1,100,4,3,2,9,Loyal Customers
CUST690,58,1,900,4,3,3,10,Champions
CUST691,254,1,90,2,3,2,7,Potential Loyalists
CUST692,117,1,100,3,3,2,8,Loyal Customers
CUST693,254,1,1500,2,3,4,9,Loyal Customers
CUST694,227,1,50,2,3,1,6,Potential Loyalists
CUST695,143,1,150,3,3,3,9,Loyal Customers
CUST696,118,1,200,3,3,3,9,Loyal Customers
CUST697,352,1,500,1,3,3,7,Potential Loyalists
CUST698,167,1,300,3,3,3,9,Loyal Customers
CUST699,194,1,120,2,3,2,7,Potential Loyalists
CUST700,24,1,2000,4,3,4,11,Champions
CUST701,19,1,60,4,3,1,8,Loyal Customers
CUST702,159,1,600,3,3,3,9,Loyal Customers
CUST703,282,1,100,1,3,2,6,Potential Loyalists
CUST704,127,1,90,3,3,2,8,Loyal Customers
CUST705,301,1,50,1,3,1,5,At Risk
CUST706,48,1,100,4,3,2,9,Loyal Customers
CUST707,93,1,500,3,3,3,9,Loyal Customers
CUST708,353,1,900,1,3,3,7,Potential Loyalists
CUST709,165,1,1000,3,3,4,10,Champions
CUST710,63,1,1500,4,3,4,11,Champions
CUST711,78,1,1500,4,3,4,11,Champions
CUST712,27,1,50,4,3,1,8,Loyal Customers
CUST713,353,1,75,1,3,2,6,Potential Loyalists
CUST714,324,1,500,1,3,3,7,Potential Loyalists
CUST715,37,1,100,4,3,2,9,Loyal Customers
CUST716,147,1,1200,3,3,4,10,Champions
CUST717,297,1,500,1,3,3,7,Potential Loyalists
CUST718,130,1,75,3,3,2,8,Loyal Customers
CUST719,273,1,60,1,3,1,5,At Risk
CUST720,341,1,1500,1,3,4,8,Loyal Customers
CUST721,233,1,500,2,3,3,8,Loyal Customers
CUST722,172,1,900,3,3,3,9,Loyal Customers
CUST723,199,1,200,2,3,3,8,Loyal Customers
CUST724,258,1,150,2,3,3,8,Loyal Customers
CUST725,134,1,300,3,3,3,9,Loyal Customers
CUST726,199,1,1200,2,3,4,9,Loyal Customers
CUST727,194,1,900,2,3,3,8,Loyal Customers
CUST728,172,1,150,3,3,3,9,Loyal Customers
CUST729,224,1,1200,2,3,4,9,Loyal Customers
CUST730,151,1,50,3,3,1,7,Potential Loyalists
CUST731,237,1,2000,2,3,4,9,Loyal Customers
CUST732,325,1,1000,1,3,4,8,Loyal Customers
CUST733,126,1,30,3,3,1,7,Potential Loyalists
CUST734,357,1,30,1,3,1,5,At Risk
CUST735,90,1,2000,4,3,4,11,Champions
CUST736,340,1,100,1,3,2,6,Potential Loyalists
CUST737,187,1,50,2,3,1,6,Potential Loyalists
CUST738,252,1,100,2,3,2,7,Potential Loyalists
CUST739,34,1,25,4,3,1,8,Loyal Customers
CUST740,331,1,200,1,3,3,7,Potential Loyalists
CUST741,33,1,300,4,3,3,10,Champions
CUST742,346,1,2000,1,3,4,8,Loyal Customers
CUST743,351,1,2000,1,3,4,8,Loyal Customers
CUST744,240,1,25,2,3,1,6,Potential Loyalists
CUST745,264,1,100,2,3,2,7,Potential Loyalists
CUST746,356,1,90,1,3,2,6,Potential Loyalists
CUST747,48,1,30,4,3,1,8,Loyal Customers
CUST748,288,1,150,1,3,3,7,Potential Loyalists
CUST749,244,1,30,2,3,1,6,Potential Loyalists
CUST750,302,1,75,1,4,2,7,Potential Loyalists
CUST751,124,1,50,3,4,1,8,Loyal Customers
CUST752,24,1,100,4,4,2,10,Champions
CUST753,308,1,30,1,4,1,6,Potential Loyalists
CUST754,78,1,100,4,4,2,10,Champions
CUST755,255,1,75,2,4,2,8,Loyal Customers
CUST756,128,1,1200,3,4,4,11,Champions
CUST757,8,1,1200,4,4,4,12,Champions
CUST758,235,1,100,2,4,2,8,Loyal Customers
CUST759,178,1,100,3,4,2,9,Loyal Customers
CUST760,281,1,500,1,4,3,8,Loyal Customers
CUST761,56,1,500,4,4,3,11,Champions
CUST762,56,1,50,4,4,1,9,Loyal Customers
CUST763,308,1,50,1,4,1,6,Potential Loyalists
CUST764,283,1,25,1,4,1,6,Potential Loyalists
CUST765,207,1,200,2,4,3,9,Loyal Customers
CUST766,311,1,900,1,4,3,8,Loyal Customers
CUST767,70,1,75,4,4,2,10,Champions
CUST768,353,1,75,1,4,2,7,Potential Loyalists
CUST769,207,1,120,2,4,2,8,Loyal Customers
CUST770,72,1,50,4,4,1,9,Loyal Customers
CUST771,20,1,50,4,4,1,9,Loyal Customers
CUST772,174,1,30,3,4,1,8,Loyal Customers
CUST773,163,1,2000,3,4,4,11,Champions
CUST774,265,1,50,2,4,1,7,Potential Loyalists
CUST775,328,1,100,1,4,2,7,Potential Loyalists
CUST776,63,1,90,4,4,2,10,Champions
CUST777,13,1,150,4,4,3,11,Champions
CUST778,45,1,100,4,4,2,10,Champions
CUST779,242,1,1000,2,4,4,10,Champions
CUST780,314,1,50,1,4,1,6,Potential Loyalists
CUST781,10,1,500,4,4,3,11,Champions
CUST782,212,1,900,2,4,3,9,Loyal Customers
CUST783,16,1,300,4,4,3,11,Champions
CUST784,59,1,500,4,4,3,11,Champions
CUST785,305,1,200,1,4,3,8,Loyal Customers
CUST786,77,1,100,4,4,2,10,Champions
CUST787,345,1,25,1,4,1,6,Potential Loyalists
CUST788,189,1,900,2,4,3,9,Loyal Customers
CUST789,94,1,2000,3,4,4,11,Champions
CUST790,147,1,25,3,4,1,8,Loyal Customers
CUST791,28,1,25,4,4,1,9,Loyal Customers
CUST792,177,1,50,3,4,1,8,Loyal Customers
CUST793,331,1,30,1,4,1,6,Potential Loyalists
CUST794,107,1,300,3,4,3,10,Champions
CUST795,35,1,300,4,4,3,11,Champions
CUST796,192,1,120,2,4,2,8,Loyal Customers
CUST797,360,1,75,1,4,2,7,Potential Loyalists
CUST798,151,1,50,3,4,1,8,Loyal Customers
CUST799,116,1,100,3,4,2,9,Loyal Customers
CUST800,312,1,1200,1,4,4,9,Loyal Customers
CUST801,145,1,200,3,4,3,10,Champions
CUST802,181,1,30,3,4,1,8,Loyal Customers
CUST803,41,1,100,4,4,2,10,Champions
CUST804,131,1,30,3,4,1,8,Loyal Customers
CUST805,4,1,1500,4,4,4,12,Champions
CUST806,288,1,900,1,4,3,8,Loyal Customers
CUST807,144,1,200,3,4,3,10,Champions
CUST808,276,1,2000,1,4,4,9,Loyal Customers
CUST809,99,1,100,3,4,2,9,Loyal Customers
CUST810,33,1,100,4,4,2,10,Champions
CUST811,228,1,50,2,4,1,7,Potential Loyalists
CUST812,51,1,75,4,4,2,10,Champions
CUST813,91,1,150,3,4,3,10,Champions
CUST814,119,1,500,3,4,3,10,Champions
CUST815,128,1,75,3,4,2,9,Loyal Customers
CUST816,143,1,1000,3,4,4,11,Champions
CUST817,63,1,200,4,4,3,11,Champions
CUST818,229,1,500,2,4,3,9,Loyal Customers
CUST819,201,1,100,2,4,2,8,Loyal Customers
CUST820,241,1,200,2,4,3,9,Loyal Customers
CUST821,322,1,300,1,4,3,8,Loyal Customers
CUST822,224,1,150,2,4,3,9,Loyal Customers
CUST823,136,1,100,3,4,2,9,Loyal Customers
CUST824,242,1,120,2,4,2,8,Loyal Customers
CUST825,129,1,25,3,4,1,8,Loyal Customers
CUST826,75,1,300,4,4,3,11,Champions
CUST827,54,1,900,4,4,3,11,Champions
CUST828,24,1,1200,4,4,4,12,Champions
CUST829,172,1,90,3,4,2,9,Loyal Customers
CUST830,194,1,150,2,4,3,9,Loyal Customers
CUST831,352,1,100,1,4,2,7,Potential Loyalists
CUST832,113,1,2000,3,4,4,11,Champions
CUST833,200,1,200,2,4,3,9,Loyal Customers
CUST834,273,1,60,1,4,1,6,Potential Loyalists
CUST835,117,1,200,3,4,3,10,Champions
CUST836,258,1,50,2,4,1,7,Potential Loyalists
CUST837,185,1,90,3,4,2,9,Loyal Customers
CUST838,234,1,600,2,4,3,9,Loyal Customers
CUST839,192,1,1200,2,4,4,10,Champions
CUST840,223,1,50,2,4,1,7,Potential Loyalists
CUST841,61,1,100,4,4,2,10,Champions
CUST842,7,1,600,4,4,3,11,Champions
CUST843,225,1,1500,2,4,4,10,Champions
CUST844,82,1,150,4,4,3,11,Champions
CUST845,361,1,500,1,4,3,8,Loyal Customers
CUST846,102,1,50,3,4,1,8,Loyal Customers
CUST847,269,1,1200,2,4,4,10,Champions
CUST848,323,1,75,1,4,2,7,Potential Loyalists
CUST849,243,1,50,2,4,1,7,Potential Loyalists
CUST850,158,1,1000,3,4,4,11,Champions
CUST851,116,1,50,3,4,1,8,Loyal Customers
CUST852,82,1,300,4,4,3,11,Champions
CUST853,243,1,1000,2,4,4,10,Champions
CUST854,13,1,50,4,4,1,9,Loyal Customers
CUST855,123,1,25,3,4,1,8,Loyal Customers
CUST856,36,1,120,4,4,2,10,Champions
CUST857,2,1,50,4,4,1,9,Loyal Customers
CUST858,115,1,100,3,4,2,9,Loyal Customers
CUST859,137,1,1500,3,4,4,11,Champions
CUST860,358,1,200,1,4,3,8,Loyal Customers
CUST861,319,1,90,1,4,2,7,Potential Loyalists
CUST862,216,1,1200,2,4,4,10,Champions
CUST863,253,1,50,2,4,1,7,Potential Loyalists
CUST864,159,1,500,3,4,3,10,Champions
CUST865,12,1,300,4,4,3,11,Champions
CUST866,242,1,50,2,4,1,7,Potential Loyalists
CUST867,210,1,500,2,4,3,9,Loyal Customers
CUST868,27,1,300,4,4,3,11,Champions
CUST869,69,1,1500,4,4,4,12,Champions
CUST870,178,1,120,3,4,2,9,Loyal Customers
CUST871,124,1,60,3,4,1,8,Loyal Customers
CUST872,83,1,75,4,4,2,10,Champions
CUST873,95,1,100,3,4,2,9,Loyal Customers
CUST874,190,1,30,2,4,1,7,Potential Loyalists
CUST875,149,1,2000,3,4,4,11,Champions
CUST876,85,1,120,4,4,2,10,Champions
CUST877,197,1,25,2,4,1,7,Potential Loyalists
CUST878,186,1,30,3,4,1,8,Loyal Customers
CUST879,7,1,30,4,4,1,9,Loyal Customers
CUST880,134,1,1000,3,4,4,11,Champions
CUST881,228,1,300,2,4,3,9,Loyal Customers
CUST882,210,1,50,2,4,1,7,Potential Loyalists
CUST883,238,1,500,2,4,3,9,Loyal Customers
CUST884,248,1,60,2,4,1,7,Potential Loyalists
CUST885,305,1,120,1,4,2,7,Potential Loyalists
CUST886,268,1,900,2,4,3,9,Loyal Customers
CUST887,205,1,100,2,4,2,8,Loyal Customers
CUST888,305,1,100,1,4,2,7,Potential Loyalists
CUST889,92,1,50,3,4,1,8,Loyal Customers
CUST890,13,1,50,4,4,1,9,Loyal Customers
CUST891,272,1,900,1,4,3,8,Loyal Customers
CUST892,268,1,50,2,4,1,7,Potential Loyalists
CUST893,256,1,50,2,4,1,7,Potential Loyalists
CUST894,119,1,30,3,4,1,8,Loyal Customers
CUST895,225,1,120,2,4,2,8,Loyal Customers
CUST896,65,1,50,4,4,1,9,Loyal Customers
CUST897,98,1,100,3,4,2,9,Loyal Customers
CUST898,61,1,90,4,4,2,10,Champions
CUST899,222,1,600,2,4,3,9,Loyal Customers
CUST900,315,1,60,1,4,1,6,Potential Loyalists
CUST901,267,1,30,2,4,1,7,Potential Loyalists
CUST902,215,1,50,2,4,1,7,Potential Loyalists
CUST903,250,1,200,2,4,3,9,Loyal Customers
CUST904,182,1,500,3,4,3,10,Champions
CUST905,275,1,300,1,4,3,8,Loyal Customers
CUST906,212,1,50,2,4,1,7,Potential Loyalists
CUST907,359,1,25,1,4,1,6,Potential Loyalists
CUST908,4,1,1200,4,4,4,12,Champions
CUST909,93,1,300,3,4,3,10,Champions
CUST910,302,1,150,1,4,3,8,Loyal Customers
CUST911,226,1,900,2,4,3,9,Loyal Customers
CUST912,343,1,150,1,4,3,8,Loyal Customers
CUST913,339,1,90,1,4,2,7,Potential Loyalists
CUST914,83,1,500,4,4,3,11,Champions
CUST915,217,1,90,2,4,2,8,Loyal Customers
CUST916,9,1,50,4,4,1,9,Loyal Customers
CUST917,302,1,200,1,4,3,8,Loyal Customers
CUST918,40,1,90,4,4,2,10,Champions
CUST919,115,1,50,3,4,1,8,Loyal Customers
CUST920,314,1,75,1,4,2,7,Potential Loyalists
CUST921,360,1,75,1,4,2,7,Potential Loyalists
CUST922,73,1,50,4,4,1,9,Loyal Customers
CUST923,221,1,900,2,4,3,9,Loyal Customers
CUST924,126,1,100,3,4,2,9,Loyal Customers
CUST925,121,1,300,3,4,3,10,Champions
CUST926,141,1,30,3,4,1,8,Loyal Customers
CUST927,192,1,2000,2,4,4,10,Champions
CUST928,272,1,1200,1,4,4,9,Loyal Customers
CUST929,340,1,75,1,4,2,7,Potential Loyalists
CUST930,237,1,200,2,4,3,9,Loyal Customers
CUST931,122,1,120,3,4,2,9,Loyal Customers
CUST932,308,1,100,1,4,2,7,Potential Loyalists
CUST933,333,1,30,1,4,1,6,Potential Loyalists
CUST934,161,1,500,3,4,3,10,Champions
CUST935,115,1,50,3,4,1,8,Loyal Customers
CUST936,329,1,200,1,4,3,8,Loyal Customers
CUST937,71,1,500,4,4,3,11,Champions
CUST938,44,1,200,4,4,3,11,Champions
CUST939,15,1,300,4,4,3,11,Champions
CUST940,339,1,30,1,4,1,6,Potential Loyalists
CUST941,289,1,50,1,4,1,6,Potential Loyalists
CUST942,290,1,1500,1,4,4,9,Loyal Customers
CUST943,78,1,1200,4,4,4,12,Champions
CUST944,211,1,50,2,4,1,7,Potential Loyalists
CUST945,323,1,25,1,4,1,6,Potential Loyalists
CUST946,239,1,2000,2,4,4,10,Champions
CUST947,306,1,300,1,4,3,8,Loyal Customers
CUST948,81,1,75,4,4,2,10,Champions
CUST949,153,1,50,3,4,1,8,Loyal Customers
CUST950,56,1,900,4,4,3,11,Champions
CUST951,61,1,100,4,4,2,10,Champions
CUST952,50,1,25,4,4,1,9,Loyal Customers
CUST953,251,1,90,2,4,2,8,Loyal Customers
CUST954,99,1,900,3,4,3,10,Champions
CUST955,172,1,25,3,4,1,8,Loyal Customers
CUST956,136,1,1500,3,4,4,11,Champions
CUST957,140,1,120,3,4,2,9,Loyal Customers
CUST958,214,1,50,2,4,1,7,Potential Loyalists
CUST959,65,1,60,4,4,1,9,Loyal Customers
CUST960,147,1,60,3,4,1,8,Loyal Customers
CUST961,210,1,200,2,4,3,9,Loyal Customers
CUST962,75,1,60,4,4,1,9,Loyal Customers
CUST963,49,1,50,4,4,1,9,Loyal Customers
CUST964,336,1,900,1,4,3,8,Loyal Customers
CUST965,54,1,200,4,4,3,11,Champions
CUST966,316,1,1000,1,4,4,9,Loyal Customers
CUST967,260,1,25,2,4,1,7,Potential Loyalists
CUST968,46,1,900,4,4,3,11,Champions
CUST969,258,1,900,2,4,3,9,Loyal Customers
CUST970,231,1,2000,2,4,4,10,Champions
CUST971,28,1,200,4,4,3,11,Champions
CUST972,325,1,100,1,4,2,7,Potential Loyalists
CUST973,286,1,50,1,4,1,6,Potential Loyalists
CUST974,244,1,30,2,4,1,7,Potential Loyalists
CUST975,278,1,200,1,4,3,8,Loyal Customers
CUST976,84,1,600,4,4,3,11,Champions
CUST977,328,1,75,1,4,2,7,Potential Loyalists
CUST978,286,1,150,1,4,3,8,Loyal Customers
CUST979,365,1,25,1,4,1,6,Potential Loyalists
CUST980,157,1,75,3,4,2,9,Loyal Customers
CUST981,136,1,60,3,4,1,8,Loyal Customers
CUST982,14,1,90,4,4,2,10,Champions
CUST983,62,1,300,4,4,3,11,Champions
CUST984,126,1,500,3,4,3,10,Champions
CUST985,217,1,50,2,4,1,7,Potential Loyalists
CUST986,350,1,1000,1,4,4,9,Loyal Customers
CUST987,248,1,900,2,4,3,9,Loyal Customers
CUST988,219,1,75,2,4,2,8,Loyal Customers
CUST989,5,1,25,4,4,1,9,Loyal Customers
CUST990,222,1,1000,2,4,4,10,Champions
CUST991,7,1,100,4,4,2,10,Champions
CUST992,134,1,60,3,4,1,8,Loyal Customers
CUST993,330,1,150,1,4,3,8,Loyal Customers
CUST994,15,1,1000,4,4,4,12,Champions
CUST995,247,1,30,2,4,1,7,Potential Loyalists
CUST996,231,1,50,2,4,1,7,Potential Loyalists
CUST997,46,1,90,4,4,2,10,Champions
CUST998,65,1,100,4,4,2,10,Champions
CUST999,28,1,150,4,4,3,11,Champions
